emotion,text
hate,"@doudoubebe There are 3 other Drs. in the office and only mine does this  It drives me nuts, especially when it is an appt. for my kids."
worry,@stephenfry Tinkered with open-source Virtualbox &amp;Win7 yet? Would've loved to have seen you @ Hay. Always unfortunate timing for students
neutral,I don't believe there's anything worse than losing a best friend
worry,Last Tonight Show with Jay Leno Tonight!
sadness,No show tonight  No plans. Ughhhh.
sadness,Off to take a math quiz...on a friday....booo
sadness,@Noufah aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!
neutral,wanna do some sessions with ronnie he da bomb u know?
neutral,"watching a boring police prog after making a fab pasta dinner, trying to cut down on alcohol so only had water"
worry,ahhh i think my legs are burnt  they hurt
hate,"Ugh, i hate waiting in airports. I couldn't find a seat near an outlet either."
happiness,nice hair and nowhere to go
worry,"I think I messed up my back, its been like this all day"
worry,I missed the @retrorewind announcement   Something about being flow out for a concert? Can anyone fill me in?
sadness,@ThatKadyGirl every day of my life lately.    i feel ya girl &lt;3
neutral,Didn't get to hang out with kaitlyn.
happiness,Feel so depressed that I couldn't save it... Thanks for nothing!
worry,Phew long day and i havent gotten to work yet
sadness,i want to see my bud mel  miss hur loads
neutral,@BeachBabe4Ever genevaaa! my picture isnt showing up  i dont think im doing it right
worry,"@tommcfly say hi to me, i'm depressed cause i cant see you"
empty,Anyone want a cooked Dan? I'm heating up in my bedroom.
fun,"napppinggg, then work 7 - 11"
fun,I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha
worry,traveling to L.a today to see grandpa in hospital..Yet another road block to cross fro my family
worry,@jeremyfritsche your understanding would require taking paragraph 3 out of context. But para5 COULD lead to opting out of EVERY class.
empty,my sunburn is starting to peel
worry,"A sweltering afternoon no wonder the creepy, slithering snakes are heading to the creek. The nasty things can swim! Frightening detail!"
neutral,@PeterPanik hm... Both of us I guess...
neutral,@clarityxx
boredom,Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.
worry,"Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days"
neutral,job searching some more
hate,hates not having money  roll on payday!
relief,I like to explain something complicated to someone and get back a response of &quot;Sounds good!&quot;.  Except when it sounds like &quot;I don't care&quot;
neutral,I have now realized I am not cool enough to ever get a shout out from @trellthms  (this player will not be playing on! hahahah)
neutral,@vyzion360 your not following me  it won't let me dm
hate,"@snowgirlsungirl I am sure every office has them. Men and women with no capacity to realize they should SHUT THE UNHOLY FUCK UP, Christ"
love,"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol"
worry,@Levanah_Gates am also gutted...the end is nigh  x
sadness,@mattdavey2 not happy
love,Can't wait for this weekend...I need a break
neutral,@K1_Logos nope my computer right now is in need of a power supply so im useing an old office machine
worry,"Oh dear god, going to have to buy a Mac and Pro-Tools, I think my darling edit suite is soon to be filled with Prince Of Persia Movie"
happiness,"nice night, should be golfing"
worry,"i feel really sick, and my teeth still hurt.  fml."
sadness,@leslie_pearlman  mow love mow
hate,Ummm I'm really f*cking annoyed that my computer won't let me get on facebook. every other site known to man--yes-- facebook-- no
love,@emzyjonas im probs gonna have to wait until it comes out on dvd  x
sadness,@veronica78 Oh noooo that sucks  Did you reschedule for another show?
sadness,"just spent the day with Bridget and a small thing that got wind and farted a lot - oh yeah, her baby! Now slightly broody!"
empty,"@pokeymcslow if he did, he would say hi."
worry,Getting ready for a long weekend of work..friday Saturday and Sunday
happiness,leaving florida want to live there forever! Texan*Girl
hate,I've come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!
sadness,I wish I was going to see @patmaine @johnmaine @garrettmaine @jaredmaine @kennedymaine today!! I'm sad I dont
hate,dammit - I slept in; now I have even less weekend to enjoy  - off to Azeroth bbl!
neutral,"@rnbguru bummer, that means unless I do a youtube rip, which I don't know how, I can't have it."
enthusiasm,BGT!!!!!!! - Will be gutted when it finishes tomorrow  - Stavros Flatley all the way!
hate,id be happy thats its friday if i didnt have to work tomorrow  blah
sadness,traveling to L.a to see my grandpa in the hospital...another road block for my family to cross....
fun,Photo: novusnovendo: EYECANDY + LIVE = like a STRIPCLUB! only he keeps his clothes on  BUT he can take them... http://tumblr.com/x2k1wga72
empty,"Going to REtake my Softball photo because Patrick's Studio is a piece of shit. Back here for chores. Some Friday, huh?"
sadness,@Dtballa2322 I want to Forgive and Forget this! Please and I dont like him I promise I am going to live without drama for now!So Please
hate,"@katecameron2002 Oh same here, can't believe they killed him off!  Hate Stringer now!"
worry,HOMELESS afterJune 1st.......
sadness,@Anjeebaby Snap. I'm the same with any reality show. Watch the first and I'm hooked   Very sad
worry,sad that school is over gonna miss all my friends and teachers
worry,We will be changing our name again  Please stay tuned and follow our new page once Ophelia barks up a new name for http://dog-wuh.com thx!
worry,"@Martysixnine  How vile are people, they have to remove things that have a value"
fun,@Vivienne89 i noo  i went to the zoo instead lol!! ru goin out 2night??? xx
sadness,No one is at the tesla dealership
neutral,it always rains right after i get my car washed
worry,Me and my sister is listening to goodbye my almost lover by a fine frenzy. That was me and scarletts song. Makes me sad.
worry,@CaitiCaitlin I know but unfortunately I'm one of the fifteen bazillions of Americans without health insurance.  awesome
worry,Good! luck you! I want new shoes  Ly x
neutral,@SheilaRod but but it was funny when I wrote it
worry,I buy the team Zotz and they decide to roast me.
worry,@BeansOnToasted NOOOOO I hate traffic
sadness,Stuck at work! Stuck at work! I'm hungry.
worry,Damn... Why does it take so long to install SBS2008?!
neutral,Its so dead
sadness,Watching Thomas The Train Engine makes me miss George Carlin
worry,@bjcash AHhh FCUKKK...i missed out AGAIN  You must fill me in with the deetZ...see you tonight?!?!!
worry,@monkeymoosh Happened to me the other day.  Was wearing a necklace that made a white spot on my chest.
worry,Very annoyed by my braces. Cheek is all cut up and can't eat
hate,I think I did okay on my Math Test today. I really really really hope I did. If I didn't I swear I will get SO mad at myslef.
neutral,Post-crash Spotlight is now spinning its wheels indexing my Time Machine backup drive. Naturally the drive is in the &quot;do not index&quot; list
sadness,Why is it that &quot;shipping &amp; handleing&quot; are soooo expensive??? It is more than 50% of my entire order! Not ordering yet.
worry,"Just fell asleep for 2 &amp; 1/2 hours so missed both chances for first-look Hollyoaks, ugh"
happiness,"@Orchidflower Yes,all on my own  OH gone to bed after a minor soap marathon. Photo editing night 4 me. Ohhh Inn on the lake, nice food."
worry,"@jennifalconer I haven't heard Greg before I'm scared , I've heard he's rather freaky  x"
worry,@cln0103    hope all is ok.
worry,@punkpolkadots ya i suppose so...wish i cud hv thm bk
neutral,I'm not a fan of all day trainings I Novi. I'm one sleepy girl.
worry,healthy food is NOT helping my hangover
worry,Aww man. @Wired arrived. How-To Guide-less
relief,Ooooh Kay! Its time for me to stop twitterin and get going...
love,"@charmmydoll I will take pics soon :] Also, I would hang out with you everyday if we lived near each other"
neutral,when do the stars come out??
worry,@KaarinE Me too I need the sudden urge to do it. Missing the Diplomat title
sadness,"Wishing I could go with @boulderdiaries to SoCo to go climb, instead I'm stuck at work all weekend"
worry,@KMC1121 lol... im going to log off for about an hr lolz b4 I lose more followers  keep the #NOFAKERY movement going!
neutral,"Well, #Evernote is giving away Wireless SD cards 4 fllwng thm on twitter &amp; tweeting abt #evernote_eyefi But US/CAN only  http://tr.im/mPxn"
love,Mmm someone come havelunch with me
neutral,@Lynsay mine wont turn on
worry,"@minneappler I'm all out of life preservers, sorry   But if it's any consolation, you're in for something really special tomorrow."
neutral,On way home tonight I saw a newspaper headline 'Susan Boyle quits....' surely not true
empty,@shelbyelizabeth hasn't shipped yet  I won't get over there until at least 7. I'll call you.
sadness,"lunch break's over, going back to work...."
enthusiasm,@ZuriEventsLLC aww I wish the same thing...
worry,@rachaelblogs Good for you Rachel.  I have nowt
sadness,MediaTemple (mt) has awful FTP service
fun,@xraquelx No sleepover tonight
worry,@keylahtia yeah its goin to vmail now.. I CALLED it while i was in the store.. no luck
worry,"@bradleemeredith Awwwww, i'm sorry"
happiness,massive headache  going to see terminator tonight!
worry,@lell I live here and I don't see all these great things
worry,a bit worried...
worry,I have one less follower  That makes me sad and I feel like my life is dull and uninteresting.
boredom,"Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses). Hols almost over,  don't wanna go back 2 skool."
worry,@Anjeebaby @aileenwilliams Please don't get me watching BB too
worry,My 89 year old grandma in Chicago is having emergency surgery today....
sadness,wtf come i need this day to go by
sadness,Ooh hayfever has struck..thought I was going to avoid it this year but nooo!  Remedies anyone...?
sadness,": What a let down! No MRI today, neurosurgeon didn't order it--which means we have to come back to OkC soon &amp; we no nothing new"
happiness,Watch Jay Leno tonite!!!  It's his last day as the Tonight Show Host
worry,is still pretty depressed about losing her hello kitty necklace
sadness,Okay gots to go and now for the first time since it started will miss the Block Party on @retrorewind
surprise,My son's first tooth came out but he left it at school
sadness,watching Army Wives and it always makes me cry
happiness,Symantec Ghost image corruption is making me cry
worry,I'm getting me &amp; my family ready for Kaylee's graduation! It's gonna make me so sad.
worry,@capcomms It was BuckFast. Brain just went blank
surprise,@Mellecita oh nice! i'm jealous!! i don't know what i am going to do when they are all gone!
fun,Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.
worry,@thankthatstar i have to tell you that i accidentally screwed up the layout of the lautner_daily community
boredom,is stuck in traffic
neutral,@marieeeeah yeeaaahh! even though i suck at twittering
anger,"Grabbing a snack and a drink at chili's, but the power just went out. Before I got my food!"
neutral,Its cloudy outside
neutral,@wilw  I remember those days. I wasn't a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!
fun,getting ready to babysit
worry,"@AskCarrieLee CVS is that like a genetic brand?Poor you,my hubby gets bad allergies..no fun!"
relief,finally home and enjoying the rest of my day. Azongo and I are having a smoke-fest! woot! #mmot miss my @MorganLeigh321
worry,@barmak9 Shiraz event was in an 'anti-bahai' center.not in a mosque or in election campaign.Sadly children wr involved in zahedan
hate,"cold,so cold fuck!"
love,"@love_Jamie How are ya, honey? What happend to @LarissaBootz account  ?"
sadness,I'm german i think i should be able to go to germany for free whenever i want...plz
happiness,"@Kat_04071991 haaa awesome! i remember my brother got given woody, and i got upset cause i got buzz  but then i got both of them lmfao"
hate,@RawrEli Aww that sucks
empty,have no line bi-focals for over 3 yrs now. End up taking glasses off to read close up.
worry,Still can't find my id and is going to be very VERY upset if I can't go out with my deltas tonight
surprise,Tom is back in town
worry,"@tommcfly you and the guys should come down here, we are fucking freezing out here!"
hate,Fkkk at the nurses coughing up my lungs
sadness,It`s such a romantic novel!! I cried in the end  Now I`m going to bed. I`m so tired.
happiness,ughhh. i think my plans are ruined. i was excited too.
worry,omfg. one of the worst days ever!
worry,"no viewers  and and @steff_blehh, did you block me on skype?"
worry,What happened to the weather??
sadness,Not happy
neutral,acho que vou ver roupinhas goticas  -qqq
neutral,"I was going to visit my sister today, but she's grumpy.  I'll just chill at home with the family and visit her tomorrow."
happiness,this week of mine was not easy!  but finally it's over! (:
fun,NEW YORK DOLLS TOMORROW NIGHT @ THE DEPOT CANCELLED   REFUNDS AVAILABLE AT POINT OF PURCHASE.
neutral,@Flesheater what happened to @sodarnhappy? where did she go?
neutral,"@Kirstyy09xX I didn't see Tuesdays, I was at work"
worry,@tobiefysh I really haven't got the hang of these hash tags have I?
love,i'm listening butterfly fly away  daddy i lov u mamma i lov ya
hate,ok so this eye doctor guy is taking forever and i'm sitting in a cold room by myself...what? A jerk!
sadness,"@JhonenV I need horror to be lovecraftian actually, not enough weird horror movies."
empty,@TreeinCally  He's got adjusting his mate's online shop... Zzzzzzzzzzzzzzz... Boring...
fun,@tommcfly why you will so little time in rio de janeiro? forgive babelfish!
happiness,FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF&lt;3
neutral,@Clubpenguinfan3 I guess that boner story isn't so funny I've had TONS of boner moments like that unfourtantly
worry,Looks like it's going to be a upset for Venus
neutral,Need something to do... AH! I'm gonna go have ice cream... then water the plants  then get ready for softball!!! I HAVE A PLAN!!!!!
love,"@crpitt    I am sending healthy, healing thoughts in the mumborg's direction."
hate,@methodphoto I think you need to define what you mean by 'clue'. Won't be at WWDC this year
happiness,New York from 1500ft looks rather good. Last night in the Big Apple.
sadness,the BEST day ever. I met the greatest 10 year olds. but i will never see them again.. AHH. i'll miss them (i saw them 1 hour xD) SAD
surprise,@QuiMo No happy hour in CCP eithah that's 2 bad
hate,"@gillian9 Aww, I had one yesterday, they suck"
happiness,"@BellaBKNY Thanks for your support as I kept updating, it helps"
neutral,"I just got back from lunch at Rick &amp; Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt."
neutral,@iconermaddyct I wish I could get twitter to upload my background of M
worry,@FionaKyle didn't have my camera with me  totally regretting it now!
love,@anrserge addict? Me? Okay I admit I need help  BUT... I have been writing hits big bro. I really really have *smile*
worry,Ummm. My kid just said &quot;fucker&quot; .. Like minutes before his gparents are due to show. Everyone knows it's his mom with the potty mouth
sadness,"finally friday , but still grounded till next thursday    -- stereos = life &lt;333"
worry,"Internet, you were so fast! And now you are so slow! Where did the fast connection go?"
worry,needs to get over this fever grrrrr....
neutral,@Dingo which case? I got a new one last week and I'm not thrilled at all with mine.
sadness,"@jennafletch at freddies having a cotch and LADYHAWKE is here, just missing you my bajan beauty"
sadness,still no eat. still in office. and now i get sick throat 3 days before i leave for an air condition throat killing tour bus
relief,Time to head back home. My business here is done.
sadness,@Leod_UK Argh Twitter didnt post my replies and tweets for ages  Aint up to much just enjoying the sun!
fun,Watch Jay Leno tonite!!!  It's his last day as the Tonite Show Host and  Late Nite Leader
sadness,@KristinDaMama I work for Disney...not all it's cracked up ta be.
worry,Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!)
surprise,@nessalh boo... i was hoping for a fake alien story with a tinfoil covered beachball photo
sadness,"@roseCHARLOTTE oh my gosh!!! Tomorrow AS WELL!!!????!!!?!?!? God you're lucky, I might have to put it off for yet ANOTHER week"
surprise,Burnt from the lake
worry,Radio Royals AM Transmitter has packed up today... not good   Anyone got a spare in your shed... lol
hate,This weather sucksss
neutral,@cristnabls I totally agree! And there's no way to avoid it
sadness,Off to the bank
worry,@TeeRibbzz ok Mr. Man help me out with some followers.....  PLEASEEEEEEEE
worry,"1 week post my&quot;horrible, traumatic jumping cholla accident.&quot;-cholla's next dirty trick:pieces are starting to emerge from my hand! Ouch!"
sadness,im not happy   my ipod or laptop dont know whih but one has decided to refuse to let me sync my songs :'( how can i live without it :/
sadness,fell down while holdin kales hand today...I hurt my foot &amp; he bruised his forehead  im such a klutz!
sadness,@rpulse I clicked on the Check out pictures of Angelina and it went to a spam site about ordering checks .. go figure
love,"@electra Wow Christa, that's incredibly sweeeet! Me want one 2  !!!  If you get a sec, check out my app for merch asst ... I RULE!  LOL!!!"
worry,35 hours in the sun=rash
neutral,@mutualexcrement And I fell asleep 10 minutes into the Saget roast.
worry,"@Mr_Kimbalicious Lol! I was just walking  I think its all the polish I used while cleaning earlier, its made the floor slippery!"
hate,@kmrasmussen nah. How it sucks to wear a suit and how the temp goes up 10 degrees when someone sits next to you
worry,home from work today.....son is sick
sadness,"Lobster dinner with MBA folks tonight, but no terasse, pouring rain in Mtl..."
surprise,"Home from Jack's now, can't say I'm too happy about that either"
sadness,@gailmoscoso oo noo thats not good
worry,the weekend is about to begin! Got an idea for a project that I think would be cool -- just not sure I've got the time for it right now.
sadness,"feeling bad for Daisy, she cries in every episode       i watch waaaaay too much tv"
sadness,I lost a follower  oh well probably one of those mute ones anyway.
enthusiasm,last day of work  ...but everyone is making it so great!
neutral,@microautoe  One more day baby.
sadness,I've been dead the past 2 days...the flu sucks
worry,urban think fail. chai latte is not good there
happiness,Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though
sadness,@skinnermike I told that joke onstage at Butlins in 1991. One person laughed. Scarred for life at 8
neutral,@remiransom i wanted to see that.  enjoy it!
neutral,@leztah The dayem computer  #twpp
empty,"63 days of summer holiday left, and they are going way too slow! When will school get here???"
happiness,Back from lunch  READY TO GO HOMEEEEEEEEEEEEEEE
surprise,lost my tooth 2day whilst i was eating gum...oww
neutral,i just found a crack in my baking bowl...milk spilled everywhere
neutral,@jess_lokelani  i have no idea!
worry,"@melissa_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts"
worry,back from dinner w. my family. i'm not meeting christine anymore  sunny weather tomorrow and a day out &amp; about. i want red bull!
empty,@YoungQ  ahhhh it won't let me watch the video on my phone
fun,someones dead on army wives. Dad just laughed and Mum got annoyed with him. I wanna watch Britains Got Talent
worry,@Bwadoo that doesnt look good at all.
worry,is gaining weight.  rather
worry,I lost my artistic abilities
neutral,love how dad said he'd be ready to go at like 3:15 and it's now 4pm and I'm still working.
worry,"My jeans that were once two inches too long are now about five inches too long. Holy cow, am I getting shorter?!?"
worry,I miss my 8703
surprise,wondering if my local Borders is going to make it. Lots of bare shelves... It makes me sad
neutral,i miss our walks home together
surprise,Waaah! Masseuse is fully booked. No shoulder rub today.
neutral,"Photovia novusnovendo) ï¿½o_0ï¿½*giggles*ï¿½who am i kidding? heï¿½s probably gay  but def my type, hey now! http://tumblr.com/x2k1wgbpm"
love,"met a cute girl at mighty taco.I'm ordering(no cheese, no sour cream, etc)&amp; she's like&quot;it's ok, I'm Vegan too!&quot;(insert hot wink)too young"
worry,@Emma300 Guess I'd better look out for a new best friend once those VIP tickets have been used! You won't want me anymore!
worry,shout out to all the people goin to prom &amp; iish &quot;damn i kinda miss high school&quot;
worry,"Back from a very boring 20-20 cricket match in Canterbury. It's supposed to be big hitting, but there was only one 6. Shame"
worry,I'm so sad that Cage on Daisy of Love went home this week  him crying made me tear up a bit..
surprise,"Whenever, whever, sarah's in dc all summer  and sure!"
neutral,@DarkDevilM  what's wrong
neutral,No tourney 'til next weekend =   http://bit.ly/2xDPf
sadness,@AsaCavalli wish I was there wit you. Some other friend of mine r down there as well.  This weekend I'll be working
neutral,@DuchessAmy don't cut yourself!!
worry,puppy I wanted was adopted yesterday  I guess my dogs don't get a little brother anytime soon. but at least he isn't in a shelter now
neutral,Just got stung by nettles lol in about 3 fingers  and I mean come on that dude with the apples needed to step it up a notch!
fun,"@Big_Jim I so much want to see the screen adaptation of Kick Ass, but once i found out Nick cage was in it, my heart sank"
worry,"If you followed us recently, PLEASE dont be offended that we haven't followed back. We hit our limit.   Hopefully we will be free soon."
fun,@MichelleVo omgggg!! Hawaii!! That's amazing!! I wanna live there
enthusiasm,http://twitpic.com/67bpd - This store at the airport is as close as we'll get to WDW during this trip.
surprise,@michvs i wanna go home  x
happiness,Having dinner at the crown at south moreton with David and a stroppy teenager
worry,@mileycyrus http://twitpic.com/5kahh - omg i read Night in english class! so sad
neutral,Hoping the day gets better now
neutral,Doctor Who has finished
worry,never trust someone else's battery operated power tools when you're in a hurry
sadness,Oh I'm really tired of these migraines! #Endometriosis &amp; #Fibromyalgia &amp; #Migraines &amp; sleep probs just compoundin ea other since surgery
neutral,babysitting kids who won't let me play wii with them
sadness,"@BIOSShadow I'm not going, sadly.  Maybe next year, eh?"
neutral,@CinderellaCaro j'ai pas vu passer ton ReBlip annoncï¿½ de *Pump Up The Jam*....    pb d'adresse URL ?
worry,my sunburn hurts
worry,@tommcfly say a hi to me tom  please please
worry,Nobody's home tonight. Except me. Alone. Sigh. Oh how I wish @MysteriousLover was here
neutral,"Boa tarde, chegay"
neutral,@H60DSTABOY yeeeeemp  same time like yesterday
neutral,Work time....
neutral,"@DawnChamberlin no, def rubbish tonight"
sadness,not feeling too great today
happiness,looking at this website!! should be working!!
sadness,@dutchcowboys Huh... PR from 5 to 2..?
worry,where is my melly belly when i need her ?
worry,"@ my sisters crying my eyes out, hubby called from Iraq, spoke for n2 minutes heard popping sounds in the background and call dropped."
love,@scotlanded It is! Wish there was one in our area.
empty,@PinkTribble I do not consider myself to be an estate agent
happiness,@lvlyfairygrl i would say no bc its so overcast  but if it gets sunny again then yes!
sadness,"@tommcfly hey tom, i'm happy that you're enjoying brazil, but i'm sad cuz i'm not goin to see you in your show"
worry,@brookeburke i found out that there's sushi with fake crab meat and it's not good for you
worry,Just home from work!!!!! Need to continue packing. Raerae is gone for the weekend.   Mya and I are hanging out
worry,My graduation day... And i feel like a failure...
neutral,I only have 2 more seasons of X-Files to watch
worry,@Littleradge shit your in trouble now  why don't you try with one of those companys that buys your house for you
surprise,@_chellebelle_ hey! aww i cnt view it in the UK they're blocked  what it it??x
hate,Musem equaled FAIL!!!!! hall of fucking life was closed cause of construction
neutral,Is up way to early for a saturday  though its nearly my weekend!
neutral,Yah me too
boredom,Man i am being boring today not tweeting  How are you guys?
sadness,i wish mum hadn't spent forever talking to me so i could call my kiera later &gt;.&lt;. i don't have much time left now though
worry,"@ddeeaannnnaa89 already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy"
sadness,"Has work very, very soon. Way too soon!"
neutral,My belly is speaking to me! I need food!
neutral,@FamousRejects OmG U NasTY
neutral,"OH NOES! My XBox 360 badge holder BROKE  in Bellevue, WA http://loopt.us/CjN5vA.t"
happiness,@gabilicious111 hahaha probably not  sorry. We've got some things to do around the house...and then we have to go to Jared's parents house
worry,@shadowcall I'm sorry to hear that.
sadness,"@jgooden When you put it that way... it doesn't make much sense, does it?    ROTFL!!"
sadness,Listening to Hey Zulu - Red n' Meth. Sux to be at work right now
hate,Why are CDs in HMV so overpriced? ï¿½12.99 for @billyraycyrus? I hate having no money
empty,"A singing girl. Talented, yeah. Good to complain about? No"
neutral,I have clocked out for possibly my last time at Northview Middle School.
love,@BugJemm  not for too long I hope x
sadness,I've experienced apathy over empathy in customer service situations too many times recently.
sadness,@RaptorsForum Sigh... you know I am...
worry,"@LindseyJaffe Loved the shoutout on TweetHampton, congrats!! Hope you're feeling better, i missed you last weekend"
sadness,Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i'm super excited about! And looking forward to tonight too
worry,ugh i need a job but no one is hiring
worry,"oh my gosh  this is the hardest decision of my life! who do i chose? Jonas or Green Day,ugh"
hate,@tommcfly you didn't come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that's boring
neutral,"I want to go shopping tomorrow, but I have to work  Buy me things, you know you want to!"
worry,I ran out of white and yellow oil paint   I may have to add &quot;Utrecht run&quot; to my list.
neutral,Must head back to the office
neutral,im away from the comp....  ill be back later
worry,"Its not looking too good outside  if this continues, i feel a movie night coming on..."
happiness,I don't know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.
neutral,@pd1ddee i havent got a call
sadness,@CreationsWHeart Ive been wanting 2 but will be gone 4 2 mo. &amp; have to close my shops!
anger,@playspymaster I want an invite - sick of seeing all these links for people playing and being left out
sadness,"Finally feels like a nice summer day, and I'm feeling sick"
surprise,"I got so much gray hair all of a sudden.  I just ordered me some Garnier Roasted Coffee from drugstore.com, well see how that goes."
neutral,Getting ready to ship a care package to the daughter. She's not coming home this summer from college
worry,walking back 2 wk. Its a beautiful day. had 2 njoy it b4 it rains
hate,"oh no, gotta fillout more paperwork for my new job, daayum, this is going to take a while!"
relief,With bff @love_chrissy22 glad she got that dog out of here lol my stomatch hurts
surprise,arghh ! i feel like a lobster ! sunburn hurts
sadness,"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed"
worry,@Beadz2Pleaz I think I might get some of that today.  My throat is killing me! It feels like it's in my lungs
sadness,I miss Heroes already  Come one fall!
anger,#thingsmummysaid my mummy told me she never wnted to be my mummy ever again  so i live wid my dad i think ?? it all confusing
neutral,aha exams starts tomorrow i know i've been a tweet freak but won't be able to do anything till the end of it  see u all by then
worry,@itsjustgoldie Why are you insulting me? What did I do to you?
neutral,back from exmouth
hate,depressed; my best friends pissed @ me
worry,Can't believe those idiots buzzed out the juggler.
surprise,@Nunzio_Bruno what question? oh I'm not around tonight...
sadness,All my spare time seems 'twill be spent doing homework this weekend.
worry,3 tweeets {:    FGS tweekdeckkk hates me  -cryyyy
neutral,#bgt not the best song for her
worry,Poor Lil J-Man has a fever. I can't wait to go home and hold the little man!
relief,I had my hair in a messy ponytail all day &amp; I took it out just now and it looks really nice (: but still messy
love,Wow one of the nicest patients I've ever had! He's being deplyod to falouga-Iraq n-week
neutral,@SEOGoddess thanks I'll check it out! i'll be staying a Thursday night though
neutral,Same old customer service team member
fun,OMG that little girl on BGT!!!!!!!!
love,@petsaretalking this kitteh likes going in front... or behind... or to the side...of the box.
sadness,I'm feeling so frustrated...I just can't get things to work!!
worry,"I fat-fingered the Coke machine, so I am drinking a Diet Pepsi instead of a Diet Dr. Pepper.   I wish the machine used error correction!"
worry,Done with the Missourian for the day. No call back from Sturtz...
surprise,ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.
sadness,Ewwwy. Just did campus cleanup for community service.
relief,Oh gosh how I want the party to be over and done with already.
sadness,@gfalcone601 that little girl on BGT! how sad! i cried  lol xxxxxxxxxxxxxxxxxxx
sadness,@NathalieCaron I ended up not going because my left knee is killing me.  I think I pushed myself too much yesterday
worry,"SMH!!!! Im sick with this bug that's going around..Almost everyone I know is sick, including me..."
worry,"@H0TCOMMODITY thanks, u 2!!! Idk if Im going or not... I don't feel like getting all dress up and doing my hair!!!  LOL"
enthusiasm,@eedawson It's not gonna storm!  because I said so!
relief,not doing relay  oh well.
sadness,Please don't vote for her out of sympathy!  #BGT
worry,awwww bless her  she needs another chance.
sadness,aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x
hate,On the subject of frosty beer - My bloody fridge has conked and my beer is warm
relief,Officially drugged up and taking a nap. Allergies ain't no joke. Never had them this bad since two days ago.
worry,My beautiful lil cousin @SjFindlator is going to prom today...SAD  I can't be there..but I know shes gonna look BEAUTIFUL as always...
worry,@ArsenalSarah she lookd soo freaked out!!poor wee thing
sadness,"Sitting watching britain's got f all talent, but have watched a small girl cry and it's sad"
fun,I want it to be summer. NOW. why is it sprinkling STILL!?!?
worry,Stupid sun i  actually have to work now
hate,argggggg car crash tv its just sooooooooo horrible to see her like that  #bgt
happiness,Being followed by compliance.  Great.   Have to watch what I say now.
worry,Now Im crying....  Poor thing..
worry,Ouch just burned myself making soup for nico...
happiness,@beeank haha its awesome i always have to use it when i eat
love,awww holly  shes so cute! i hope they let her sing again!
empty,Woke up... cleaned... Aunt Emmas... Walmart.. Commissary... Now its time for a nap!!!.. then off to work
happiness,she made my sister cry too hahah. bless her.  i hope she can do it again.
worry,@brenna_boo jealous  can you add 'and I really wish nicole was here..but we all know what she's really doing' to that tweet?
neutral,@Lint1 No  Have you? And what's your favorite RHCP song?
neutral,"@unscriptable yes, at an upgraded consumption rate, too"
worry,@zanzoon omg!! I saw something about a flood in your area on the news... be careful zaina
love,"dad wants the computer, so I'd best be off  taking my lapity-topity to a mac specialist tomorrow, hopefully they make teh owwie go awayz"
worry,"aww i can't believe that wee girl on bgt was crying, it was so sad"
worry,@dylanxtra my fly? but but but he was driving me insane  aw you made me feel bad now
sadness,Bless the little girl on BGT!
neutral,@tommcfly do you remember my spok-5?
happiness,@blooddrunk SICK! I'm totally getting GH5!! Too bad you guys didn't get to play in Boston
worry,Aww Holly Steel ... Dont cry
worry,"@sheagunther Damn, I'd be interested in working with Care2, but I don't live in SF anymore"
neutral,No Westin discounts?  @AnimeExpo Anime Expoï¿½ 2009 Provides Additional Discounts for Hotels: http://anime-expo.org/?p=2396
hate,enjoying a fresh mango bubble-tea slush   but still at work
neutral,awww bless her. she made me cry
neutral,@skagod69 one of the usual 2.
worry,"@shoesandbooks Lucky you I have to wear a name tag  I feel like x-mass tree when I work Tag, Keys cliped on belt and ad's aroud my neck"
love,awwww!  i love simon being bossy &quot;we'll find the time somewhere&quot;
